# tau / ps;  MSD / pm^2;  Derivative
8.964000; 13698.243010; 1552.646887
8.976000; 13716.874772; 1816.365716
8.988000; 13738.671161; 1484.920992
9.000000; 13756.490213; 1509.352224
9.012000; 13774.602440; 1624.561671
9.024000; 13794.097180; 1328.739067
9.036000; 13810.042048; 1233.852841
9.048000; 13824.848283; 1622.720321
9.060000; 13844.320926; 986.587360
9.072000; 13856.159975; 1002.752507
9.084000; 13868.193005; 1202.707801
9.096000; 13882.625498; 1191.013011
9.108000; 13896.917655; 1733.962170
9.120000; 13917.725201; 1120.148885
9.132000; 13931.166987; 1409.062133
9.144000; 13948.075733; 1407.457690
9.156000; 13964.965225; 1272.501901
9.168000; 13980.235248; 1040.305204
9.180000; 13992.718910; 1633.939356
9.192000; 14012.326183; 1310.923447
9.204000; 14028.057264; 952.686621
9.216000; 14039.489503; 1753.349722
9.228000; 14060.529700; 1324.063747
9.240000; 14076.418465; 789.606076
9.252000; 14085.893738; 1409.923615
9.264000; 14102.812821; 980.110110
9.276000; 14114.574143; 1303.329111
9.288000; 14130.214092; 1020.538978
9.300000; 14142.460560; 1161.249884
9.312000; 14156.395558; 1553.038651
9.324000; 14175.032022; 758.566458
9.336000; 14184.134820; 730.872014
9.348000; 14192.905284; 871.624144
9.360000; 14203.364774; 684.227847
9.372000; 14211.575508; 671.704123
9.384000; 14219.635957; 1088.896514
9.396000; 14232.702715; 322.335305
9.408000; 14236.570739; 1371.678367
9.420000; 14253.030879; 825.112129
9.432000; 14262.932225; 1144.215134
9.444000; 14276.662807; 951.202273
9.456000; 14288.077234; 1057.012144
9.468000; 14300.761380; 712.515848
9.480000; 14309.311570; 1191.974261
9.492000; 14323.615261; 1122.892811
9.504000; 14337.089975; 1170.603903
9.516000; 14351.137221; 911.450914
9.528000; 14362.074632; 1262.793929
9.540000; 14377.228160; 889.968340
9.552000; 14387.907780; 912.008127
9.564000; 14398.851877; 702.661310
9.576000; 14407.283813; 578.950207
9.588000; 14414.231215; 1229.942573
9.600000; 14428.990526; 86.703221
9.612000; 14430.030965; 1088.356404
9.624000; 14443.091242; 888.562613
9.636000; 14453.753993; 656.183366
9.648000; 14461.628194; 826.915637
9.660000; 14471.551181; 1377.721770
9.672000; 14488.083842; 665.665278
9.684000; 14496.071826; 646.418543
9.696000; 14503.828848; 1048.857760
9.708000; 14516.415141; 783.694835
9.720000; 14525.819479; 794.844258
9.732000; 14535.357610; 301.970487
9.744000; 14538.981256; 1423.669018
9.756000; 14556.065285; 226.581462
9.768000; 14558.784262; 632.433867
9.780000; 14566.373468; 937.619074
9.792000; 14577.624897; 529.581825
9.804000; 14583.979879; 626.662897
9.816000; 14591.499834; 904.816727
9.828000; 14602.357635; 335.543434
9.840000; 14606.384156; 260.720704
9.852000; 14609.512804; 831.013180
9.864000; 14619.484963; 504.272920
9.876000; 14625.536238; 667.963721
9.888000; 14633.551802; 717.517846
9.900000; 14642.162016; 226.428893
9.912000; 14644.879163; 668.498304
9.924000; 14652.901143; 338.080829
9.936000; 14656.958113; 463.589709
9.948000; 14662.521189; 905.860705
9.960000; 14673.391518; 107.061668
9.972000; 14674.676258; 712.282319
9.984000; 14683.223646; 249.421538
9.996000; 14686.216704; 436.625814
10.008000; 14691.456214; 935.411821
10.020000; 14702.681156; 909.340814
10.032000; 14713.593245; 714.430670
10.044000; 14722.166413; 876.632218
10.056000; 14732.686000; 881.007215
10.068000; 14743.258087; 890.529494
10.080000; 14753.944441; 470.927021
10.092000; 14759.595565; 1035.712440
10.104000; 14772.024114; 770.120086
10.116000; 14781.265555; 456.682101
10.128000; 14786.745740; 854.510563
10.140000; 14796.999867; 983.073089
10.152000; 14808.796744; 108.048747
10.164000; 14810.093329; 1077.861862
10.176000; 14823.027671; 424.917197
10.188000; 14828.126678; 160.831015
10.200000; 14830.056650; 838.044051
10.212000; 14840.113179; 570.572454
10.224000; 14846.960048; 822.509553
10.236000; 14856.830163; 303.612589
10.248000; 14860.473514; 756.403709
10.260000; 14869.550358; 282.475190
10.272000; 14872.940061; 400.592229
10.284000; 14877.747167; 690.394542
10.296000; 14886.031902; -13.833253
10.308000; 14885.865903; 1006.233635
10.320000; 14897.940706; 342.172351
10.332000; 14902.046775; 604.859910
10.344000; 14909.305094; 813.597874
10.356000; 14919.068268; 375.212259
10.368000; 14923.570815; 682.882074
10.380000; 14931.765400; 929.284569
10.392000; 14942.916815; 740.698042
10.404000; 14951.805191; 756.535792
10.416000; 14960.883621; 1077.427144
10.428000; 14973.812747; 394.183505
10.440000; 14978.542949; 754.973689
10.452000; 14987.602633; 474.575036
10.464000; 14993.297533; 630.252978
10.476000; 15000.860569; 500.193050
10.488000; 15006.862886; 629.362116
10.500000; 15014.415231; 809.201324
10.512000; 15024.125647; 716.961857
10.524000; 15032.729189; 905.230091
10.536000; 15043.591950; 595.694974
10.548000; 15050.740290; 850.341984
10.560000; 15060.944394; 655.590188
10.572000; 15068.811476; 1148.203286
10.584000; 15082.589916; 667.007277
10.596000; 15090.594003; 782.476705
10.608000; 15099.983723; 1024.135106
10.620000; 15112.273345; 745.726201
10.632000; 15121.222059; 966.896323
10.644000; 15132.824815; 934.529286
10.656000; 15144.039166; 993.395917
10.668000; 15155.959917; 1057.590452
10.680000; 15168.651003; 737.434643
10.692000; 15177.500218; 644.588623
10.704000; 15185.235282; 875.384035
10.716000; 15195.739890; 561.539485
10.728000; 15202.478364; 992.262098
10.740000; 15214.385509; 1156.532594
10.752000; 15228.263900; 174.625854
10.764000; 15230.359411; 731.153211
10.776000; 15239.133249; 875.576369
10.788000; 15249.640166; 665.206036
10.800000; 15257.622638; 1247.626979
10.812000; 15272.594162; 1044.591594
10.824000; 15285.129261; 865.940143
10.836000; 15295.520543; 1049.512269
10.848000; 15308.114690; 950.430434
10.860000; 15319.519855; 1441.424492
10.872000; 15336.816949; 852.249120
10.884000; 15347.043938; 1167.005493
10.896000; 15361.048004; 1000.423954
10.908000; 15373.053092; 1193.529946
10.920000; 15387.375451; 664.130055
10.932000; 15395.345012; 1682.940459
10.944000; 15415.540297; 1324.104862
10.956000; 15431.429556; 1262.426698
10.968000; 15446.578676; 1413.994995
10.980000; 15463.546616; 777.895961
10.992000; 15472.881368; 1991.827201
11.004000; 15496.783294; 897.049489
11.016000; 15507.547888; 1358.691412
11.028000; 15523.852185; 1325.110471
11.040000; 15539.753510; 1080.865457
11.052000; 15552.723896; 1193.859312
11.064000; 15567.050208; 1226.000157
11.076000; 15581.762210; 1038.173141
11.088000; 15594.220287; 1134.244595
11.100000; 15607.831222; 1033.698829
11.112000; 15620.235608; 531.071914
11.124000; 15626.608471; 1300.423034
11.136000; 15642.213548; 897.610966
11.148000; 15652.984879; 1049.221237
11.160000; 15665.575534; 1139.442335
11.172000; 15679.248842; 944.741901
11.184000; 15690.585745; 593.616040
11.196000; 15697.709137; 1054.892265
11.208000; 15710.367845; 668.370763
11.220000; 15718.388294; 1451.907661
11.232000; 15735.811186; 511.032107
11.244000; 15741.943571; 945.814536
11.256000; 15753.293345; 722.695870
11.268000; 15761.965696; 1209.605556
11.280000; 15776.480963; 752.173073
11.292000; 15785.507039; 1196.960763
11.304000; 15799.870569; 938.672556
11.316000; 15811.134639; 148.213553
11.328000; 15812.913202; 1335.090728
11.340000; 15828.934291; 903.680904
11.352000; 15839.778462; 930.441295
11.364000; 15850.943757; 203.717603
11.376000; 15853.388368; 718.689643
11.388000; 15862.012644; 451.760103
11.400000; 15867.433765; 654.437195
11.412000; 15875.287012; 551.354927
11.424000; 15881.903271; 705.860096
11.436000; 15890.373592; 428.935869
11.448000; 15895.520822; 429.804646
11.460000; 15900.678478; 999.107998
11.472000; 15912.667774; 729.426359
11.484000; 15921.420890; 561.638967
11.496000; 15928.160558; 854.882666
11.508000; 15938.419150; 530.811380
11.520000; 15944.788886; 803.090471
11.532000; 15954.425972; 860.089801
11.544000; 15964.747050; 898.800480
11.556000; 15975.532655; 920.920972
11.568000; 15986.583707; 774.663871
11.580000; 15995.879674; 873.094363
11.592000; 16006.356806; 461.111711
11.604000; 16011.890146; 1218.596582
11.616000; 16026.513305; 729.844997
11.628000; 16035.271445; 953.321405
11.640000; 16046.711302; 451.209655
11.652000; 16052.125818; 1178.407517
11.664000; 16066.266708; 709.596047
11.676000; 16074.781861; 825.204975
11.688000; 16084.684321; 883.271861
11.700000; 16095.283583; 820.224150
11.712000; 16105.126273; 615.843109
11.724000; 16112.516390; 983.553175
11.736000; 16124.319028; 759.777628
11.748000; 16133.436360; 689.231429
11.760000; 16141.707137; 806.613872
11.772000; 16151.386503; 1078.180585
11.784000; 16164.324670; 565.106733
11.796000; 16171.105951; 526.668763
11.808000; 16177.425976; 1359.356745
11.820000; 16193.738257; 509.303510
11.832000; 16199.849899; 1008.977904
11.844000; 16211.957634; 853.797880
11.856000; 16222.203209; 584.944255
11.868000; 16229.222540; 1496.285787
11.880000; 16247.177969; 698.659217
11.892000; 16255.561880; 587.703523
11.904000; 16262.614322; 1093.498885
11.916000; 16275.736309; 341.419653
11.928000; 16279.833345; 672.763932
11.940000; 16287.906512; 1221.568980
11.952000; 16302.565340; 221.902613
11.964000; 16305.228171; 580.411772
11.976000; 16312.193112; 940.094822
11.988000; 16323.474250; 0.000000
