# Tau / ps;  Vector autocorrelation;  1-exp fit;  2-exp fit;  3-exp fit
1.504500000;  0.8950982743; 0.9356057463; 0.8901155847; 0.8968436971
1.505000000;  0.8950874032; 0.9355930640; 0.8901043663; 0.8968316987
1.505500000;  0.8950765997; 0.9355803819; 0.8900931514; 0.8968197013
1.506000000;  0.8950658652; 0.9355677000; 0.8900819402; 0.8968077049
1.506500000;  0.8950552007; 0.9355550182; 0.8900707326; 0.8967957096
1.507000000;  0.8950446067; 0.9355423366; 0.8900595286; 0.8967837153
1.507500000;  0.8950340837; 0.9355296552; 0.8900483281; 0.8967717220
1.508000000;  0.8950236322; 0.9355169739; 0.8900371312; 0.8967597298
1.508500000;  0.8950132520; 0.9355042928; 0.8900259379; 0.8967477385
1.509000000;  0.8950029429; 0.9354916119; 0.8900147482; 0.8967357483
1.509500000;  0.8949927041; 0.9354789312; 0.8900035621; 0.8967237591
1.510000000;  0.8949825349; 0.9354662506; 0.8899923795; 0.8967117709
1.510500000;  0.8949724342; 0.9354535702; 0.8899812004; 0.8966997838
1.511000000;  0.8949624006; 0.9354408900; 0.8899700250; 0.8966877977
1.511500000;  0.8949524324; 0.9354282099; 0.8899588530; 0.8966758125
1.512000000;  0.8949425278; 0.9354155301; 0.8899476847; 0.8966638284
1.512500000;  0.8949326847; 0.9354028504; 0.8899365198; 0.8966518454
1.513000000;  0.8949229009; 0.9353901708; 0.8899253586; 0.8966398633
1.513500000;  0.8949131738; 0.9353774915; 0.8899142008; 0.8966278823
1.514000000;  0.8949035007; 0.9353648123; 0.8899030466; 0.8966159022
1.514500000;  0.8948938787; 0.9353521332; 0.8898918959; 0.8966039232
1.515000000;  0.8948843050; 0.9353394544; 0.8898807487; 0.8965919452
1.515500000;  0.8948747762; 0.9353267757; 0.8898696051; 0.8965799682
1.516000000;  0.8948652891; 0.9353140972; 0.8898584650; 0.8965679922
1.516500000;  0.8948558401; 0.9353014189; 0.8898473284; 0.8965560173
1.517000000;  0.8948464258; 0.9352887407; 0.8898361952; 0.8965440433
1.517500000;  0.8948370428; 0.9352760627; 0.8898250656; 0.8965320704
1.518000000;  0.8948276873; 0.9352633849; 0.8898139395; 0.8965200984
1.518500000;  0.8948183558; 0.9352507073; 0.8898028169; 0.8965081275
1.519000000;  0.8948090446; 0.9352380298; 0.8897916978; 0.8964961576
1.519500000;  0.8947997501; 0.9352253525; 0.8897805822; 0.8964841887
1.520000000;  0.8947904688; 0.9352126754; 0.8897694700; 0.8964722208
1.520500000;  0.8947811969; 0.9351999984; 0.8897583614; 0.8964602539
1.521000000;  0.8947719307; 0.9351873216; 0.8897472562; 0.8964482880
1.521500000;  0.8947626667; 0.9351746450; 0.8897361545; 0.8964363231
1.522000000;  0.8947534013; 0.9351619686; 0.8897250562; 0.8964243592
1.522500000;  0.8947441311; 0.9351492923; 0.8897139614; 0.8964123963
1.523000000;  0.8947348525; 0.9351366162; 0.8897028701; 0.8964004344
1.523500000;  0.8947255623; 0.9351239403; 0.8896917823; 0.8963884736
1.524000000;  0.8947162571; 0.9351112645; 0.8896806978; 0.8963765137
1.524500000;  0.8947069339; 0.9350985889; 0.8896696169; 0.8963645548
1.525000000;  0.8946975893; 0.9350859135; 0.8896585394; 0.8963525969
1.525500000;  0.8946882205; 0.9350732383; 0.8896474653; 0.8963406401
1.526000000;  0.8946788244; 0.9350605632; 0.8896363946; 0.8963286842
1.526500000;  0.8946693981; 0.9350478883; 0.8896253274; 0.8963167293
1.527000000;  0.8946599387; 0.9350352136; 0.8896142636; 0.8963047754
1.527500000;  0.8946504435; 0.9350225391; 0.8896032033; 0.8962928225
1.528000000;  0.8946409097; 0.9350098647; 0.8895921464; 0.8962808706
1.528500000;  0.8946313347; 0.9349971905; 0.8895810928; 0.8962689197
1.529000000;  0.8946217159; 0.9349845164; 0.8895700427; 0.8962569698
1.529500000;  0.8946120509; 0.9349718426; 0.8895589960; 0.8962450209
1.530000000;  0.8946023371; 0.9349591689; 0.8895479527; 0.8962330730
1.530500000;  0.8945925720; 0.9349464953; 0.8895369128; 0.8962211261
1.531000000;  0.8945827531; 0.9349338220; 0.8895258764; 0.8962091801
1.531500000;  0.8945728781; 0.9349211488; 0.8895148433; 0.8961972352
1.532000000;  0.8945629447; 0.9349084758; 0.8895038135; 0.8961852912
1.532500000;  0.8945529504; 0.9348958030; 0.8894927872; 0.8961733483
1.533000000;  0.8945428930; 0.9348831303; 0.8894817643; 0.8961614063
1.533500000;  0.8945327703; 0.9348704578; 0.8894707447; 0.8961494653
1.534000000;  0.8945225804; 0.9348577855; 0.8894597285; 0.8961375253
1.534500000;  0.8945123211; 0.9348451134; 0.8894487157; 0.8961255863
1.535000000;  0.8945019902; 0.9348324414; 0.8894377063; 0.8961136483
1.535500000;  0.8944915859; 0.9348197696; 0.8894267002; 0.8961017112
1.536000000;  0.8944811065; 0.9348070980; 0.8894156974; 0.8960897752
1.536500000;  0.8944705500; 0.9347944265; 0.8894046981; 0.8960778401
1.537000000;  0.8944599148; 0.9347817552; 0.8893937020; 0.8960659060
1.537500000;  0.8944491991; 0.9347690841; 0.8893827094; 0.8960539729
1.538000000;  0.8944384017; 0.9347564131; 0.8893717200; 0.8960420408
1.538500000;  0.8944275210; 0.9347437424; 0.8893607340; 0.8960301096
1.539000000;  0.8944165557; 0.9347310718; 0.8893497514; 0.8960181795
1.539500000;  0.8944055045; 0.9347184013; 0.8893387720; 0.8960062503
1.540000000;  0.8943943662; 0.9347057311; 0.8893277960; 0.8959943221
1.540500000;  0.8943831400; 0.9346930610; 0.8893168234; 0.8959823949
1.541000000;  0.8943718249; 0.9346803911; 0.8893058540; 0.8959704686
1.541500000;  0.8943604200; 0.9346677213; 0.8892948880; 0.8959585434
1.542000000;  0.8943489247; 0.9346550518; 0.8892839253; 0.8959466191
1.542500000;  0.8943373386; 0.9346423824; 0.8892729659; 0.8959346958
1.543000000;  0.8943256615; 0.9346297131; 0.8892620097; 0.8959227734
1.543500000;  0.8943138932; 0.9346170441; 0.8892510569; 0.8959108521
1.544000000;  0.8943020335; 0.9346043752; 0.8892401074; 0.8958989317
1.544500000;  0.8942900828; 0.9345917065; 0.8892291612; 0.8958870123
1.545000000;  0.8942780415; 0.9345790380; 0.8892182183; 0.8958750938
1.545500000;  0.8942659103; 0.9345663696; 0.8892072787; 0.8958631764
1.546000000;  0.8942536898; 0.9345537014; 0.8891963423; 0.8958512599
1.546500000;  0.8942413810; 0.9345410334; 0.8891854092; 0.8958393443
1.547000000;  0.8942289854; 0.9345283655; 0.8891744794; 0.8958274298
1.547500000;  0.8942165046; 0.9345156978; 0.8891635529; 0.8958155162
1.548000000;  0.8942039400; 0.9345030303; 0.8891526296; 0.8958036036
1.548500000;  0.8941912935; 0.9344903630; 0.8891417096; 0.8957916920
1.549000000;  0.8941785672; 0.9344776958; 0.8891307929; 0.8957797813
1.549500000;  0.8941657636; 0.9344650288; 0.8891198794; 0.8957678716
1.550000000;  0.8941528853; 0.9344523620; 0.8891089692; 0.8957559628
1.550500000;  0.8941399347; 0.9344396953; 0.8890980622; 0.8957440551
1.551000000;  0.8941269147; 0.9344270289; 0.8890871585; 0.8957321482
1.551500000;  0.8941138286; 0.9344143626; 0.8890762580; 0.8957202424
1.552000000;  0.8941006798; 0.9344016964; 0.8890653608; 0.8957083375
1.552500000;  0.8940874715; 0.9343890305; 0.8890544668; 0.8956964336
1.553000000;  0.8940742072; 0.9343763647; 0.8890435760; 0.8956845307
1.553500000;  0.8940608905; 0.9343636990; 0.8890326884; 0.8956726287
1.554000000;  0.8940475256; 0.9343510336; 0.8890218041; 0.8956607276
1.554500000;  0.8940341164; 0.9343383683; 0.8890109230; 0.8956488276
1.555000000;  0.8940206665; 0.9343257032; 0.8890000451; 0.8956369285
1.555500000;  0.8940071803; 0.9343130383; 0.8889891704; 0.8956250303
1.556000000;  0.8939936620; 0.9343003735; 0.8889782989; 0.8956131331
1.556500000;  0.8939801161; 0.9342877089; 0.8889674306; 0.8956012369
1.557000000;  0.8939665467; 0.9342750445; 0.8889565656; 0.8955893417
1.557500000;  0.8939529579; 0.9342623802; 0.8889457037; 0.8955774473
1.558000000;  0.8939393540; 0.9342497162; 0.8889348450; 0.8955655540
1.558500000;  0.8939257397; 0.9342370523; 0.8889239895; 0.8955536616
1.559000000;  0.8939121191; 0.9342243885; 0.8889131372; 0.8955417702
1.559500000;  0.8938984962; 0.9342117250; 0.8889022881; 0.8955298797
1.560000000;  0.8938848751; 0.9341990616; 0.8888914422; 0.8955179901
1.560500000;  0.8938712601; 0.9341863984; 0.8888805994; 0.8955061016
1.561000000;  0.8938576554; 0.9341737353; 0.8888697598; 0.8954942140
1.561500000;  0.8938440648; 0.9341610724; 0.8888589234; 0.8954823273
1.562000000;  0.8938304919; 0.9341484097; 0.8888480901; 0.8954704416
1.562500000;  0.8938169403; 0.9341357472; 0.8888372600; 0.8954585568
1.563000000;  0.8938034139; 0.9341230849; 0.8888264331; 0.8954466730
1.563500000;  0.8937899160; 0.9341104227; 0.8888156093; 0.8954347901
1.564000000;  0.8937764494; 0.9340977606; 0.8888047887; 0.8954229082
1.564500000;  0.8937630170; 0.9340850988; 0.8887939712; 0.8954110273
1.565000000;  0.8937496217; 0.9340724371; 0.8887831569; 0.8953991473
1.565500000;  0.8937362664; 0.9340597756; 0.8887723457; 0.8953872682
1.566000000;  0.8937229531; 0.9340471143; 0.8887615376; 0.8953753901
